type,title,country,date_added,release_year,rating,duration,listed_in,duration_minutes,rating_encoded,genres,Cluster
Movie,We Summon the Darkness,"United States, Canada, United Kingdom","August 8, 2020",2020,R,90 min,"Horror Movies, Thrillers",90,8,"['Horror Movies', 'Thrillers']",4
Movie,"Berlin, Berlin: Lolle on the Run",Germany,"August 7, 2020",2020,TV-MA,82 min,"Comedies, International Movies",82,11,"['Comedies', 'International Movies']",4
TV Show,High Seas,Spain,"August 7, 2020",2020,TV-MA,3 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",180,11,"['Crime TV Shows', 'International TV Shows', 'Spanish-Language TV Shows']",1
TV Show,Selling Sunset,,"August 7, 2020",2020,TV-MA,3 Seasons,Reality TV,180,11,['Reality TV'],1
TV Show,Sing On! Germany,Germany,"August 7, 2020",2020,TV-PG,1 Season,"International TV Shows, Reality TV",60,12,"['International TV Shows', 'Reality TV']",1
Movie,Stars in the Sky: A Hunting Story,United States,"August 7, 2020",2018,TV-14,69 min,Documentaries,69,9,['Documentaries'],3
Movie,The Magic School Bus Rides Again Kids In Space,United States,"August 7, 2020",2020,TV-Y,46 min,Children & Family Movies,46,13,['Children & Family Movies'],4
TV Show,Tiny Creatures,United States,"August 7, 2020",2020,TV-PG,1 Season,"Docuseries, Science & Nature TV, TV Action & Adventure",60,12,"['Docuseries', 'Science & Nature TV', 'TV Action & Adventure']",1
TV Show,Wizards: Tales of Arcadia,United States,"August 7, 2020",2020,TV-Y7,1 Season,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",60,14,"[""Kids' TV"", 'TV Action & Adventure', 'TV Sci-Fi & Fantasy']",1
TV Show,Word Party Songs,United States,"August 7, 2020",2020,TV-Y,1 Season,Kids' TV,60,13,"[""Kids' TV""]",1
Movie,Work It,United States,"August 7, 2020",2020,TV-14,94 min,Comedies,94,9,['Comedies'],4
TV Show,Ever After High,Canada,"August 6, 2020",2016,TV-Y7,5 Seasons,Kids' TV,300,14,"[""Kids' TV""]",1
Movie,Nasha Natasha,Uruguay,"August 6, 2020",2020,TV-PG,72 min,"Documentaries, International Movies, Music & Musicals",72,12,"['Documentaries', 'International Movies', 'Music & Musicals']",3
TV Show,The Rain,"Denmark, United States","August 6, 2020",2020,TV-MA,3 Seasons,"International TV Shows, TV Dramas, TV Mysteries",180,11,"['International TV Shows', 'TV Dramas', 'TV Mysteries']",1
Movie,Anelka: Misunderstood,France,"August 5, 2020",2020,TV-14,95 min,"Documentaries, International Movies, Sports Movies",95,9,"['Documentaries', 'International Movies', 'Sports Movies']",3
Movie,Sin City,,"August 5, 2020",2019,TV-14,101 min,"International Movies, Thrillers",101,9,"['International Movies', 'Thrillers']",4
TV Show,World's Most Wanted,United States,"August 5, 2020",2020,TV-14,1 Season,"Crime TV Shows, Docuseries, International TV Shows",60,9,"['Crime TV Shows', 'Docuseries', 'International TV Shows']",1
Movie,A Go! Go! Cory Carson Summer Camp,,"August 4, 2020",2020,TV-Y,21 min,Children & Family Movies,21,13,['Children & Family Movies'],4
Movie,Malibu Rescue: The Next Wave,United States,"August 4, 2020",2020,TV-G,71 min,"Children & Family Movies, Comedies",71,10,"['Children & Family Movies', 'Comedies']",4
TV Show,Mystery Lab,Brazil,"August 4, 2020",2020,TV-PG,1 Season,"Docuseries, International TV Shows, Science & Nature TV",60,12,"['Docuseries', 'International TV Shows', 'Science & Nature TV']",1
Movie,Sam Jay: 3 In The Morning,United States,"August 4, 2020",2020,TV-MA,64 min,Stand-Up Comedy,64,11,['Stand-Up Comedy'],0
TV Show,Immigration Nation,United States,"August 3, 2020",2020,TV-MA,1 Season,Docuseries,60,11,['Docuseries'],1
Movie,Almost Love,United States,"August 2, 2020",2020,TV-MA,92 min,"Comedies, Dramas, Independent Movies",92,11,"['Comedies', 'Dramas', 'Independent Movies']",4
Movie,Killing Hasselhoff,United States,"August 1, 2020",2017,R,80 min,Comedies,80,8,['Comedies'],4
TV Show,Moesha,United States,"August 1, 2020",2000,TV-PG,6 Seasons,"TV Comedies, Teen TV Shows",360,12,"['TV Comedies', 'Teen TV Shows']",1
TV Show,My Perfect Landing,Canada,"August 1, 2020",2020,TV-G,1 Season,Kids' TV,60,10,"[""Kids' TV""]",1
TV Show,Nagi-Asu: A Lull in the Sea,Japan,"August 1, 2020",2014,TV-14,1 Season,"Anime Series, Romantic TV Shows, Teen TV Shows",60,9,"['Anime Series', 'Romantic TV Shows', 'Teen TV Shows']",1
Movie,Rogue Warfare: The Hunt,United States,"August 1, 2020",2020,R,104 min,Action & Adventure,104,8,['Action & Adventure'],4
Movie,Super Monsters: The New Class,Canada,"August 1, 2020",2020,TV-Y,25 min,Children & Family Movies,25,13,['Children & Family Movies'],4
TV Show,The Next Step,Canada,"August 1, 2020",2018,TV-G,1 Season,"Kids' TV, Reality TV, TV Dramas",60,10,"[""Kids' TV"", 'Reality TV', 'TV Dramas']",1
Movie,The Ottoman Lieutenant,"Turkey, United States","August 1, 2020",2017,R,111 min,"Dramas, Romantic Movies",111,8,"['Dramas', 'Romantic Movies']",4
TV Show,Toradora!,Japan,"August 1, 2020",2008,TV-14,1 Season,"Anime Series, International TV Shows, Romantic TV Shows",60,9,"['Anime Series', 'International TV Shows', 'Romantic TV Shows']",1
TV Show,Transformers Rescue Bots Academy,United States,"August 1, 2020",2020,TV-Y,2 Seasons,Kids' TV,120,13,"[""Kids' TV""]",1
Movie,Tumi or not Tumi,,"August 1, 2020",2020,TV-MA,72 min,Stand-Up Comedy,72,11,['Stand-Up Comedy'],0
Movie,What Keeps You Alive,Canada,"August 1, 2020",2018,R,99 min,"LGBTQ Movies, Thrillers",99,8,"['LGBTQ Movies', 'Thrillers']",4
TV Show,Get Even,United Kingdom,"July 31, 2020",2020,TV-PG,1 Season,"British TV Shows, Crime TV Shows, International TV Shows",60,12,"['British TV Shows', 'Crime TV Shows', 'International TV Shows']",1
Movie,Latte and the Magic Waterstone,Germany,"July 31, 2020",2020,TV-Y,83 min,"Children & Family Movies, Comedies",83,13,"['Children & Family Movies', 'Comedies']",4
Movie,Raat Akeli Hai,India,"July 31, 2020",2020,TV-MA,150 min,"Dramas, International Movies, Thrillers",150,11,"['Dramas', 'International Movies', 'Thrillers']",4
Movie,Seriously Single,South Africa,"July 31, 2020",2020,TV-MA,108 min,"Comedies, International Movies, Romantic Movies",108,11,"['Comedies', 'International Movies', 'Romantic Movies']",4
Movie,Sugar High,United States,"July 31, 2020",2020,TV-G,44 min,Children & Family Movies,44,10,['Children & Family Movies'],4
TV Show,Sugar Rush,United States,"July 31, 2020",2020,TV-PG,3 Seasons,Reality TV,180,12,['Reality TV'],1
TV Show,The Umbrella Academy,"United States, Canada","July 31, 2020",2020,TV-14,2 Seasons,"TV Action & Adventure, TV Mysteries, TV Sci-Fi & Fantasy",120,9,"['TV Action & Adventure', 'TV Mysteries', 'TV Sci-Fi & Fantasy']",1
Movie,Retablo,"Peru, Germany, Norway","July 30, 2020",2017,TV-MA,102 min,"Dramas, International Movies",102,11,"['Dramas', 'International Movies']",4
TV Show,Transformers: War For Cybertron Trilogy,United States,"July 30, 2020",2020,TV-Y7,1 Season,Anime Series,60,14,['Anime Series'],1
Movie,Uma Maheswara Ugra Roopasya,India,"July 30, 2020",2020,TV-MA,137 min,"Comedies, Dramas, Independent Movies",137,11,"['Comedies', 'Dramas', 'Independent Movies']",4
TV Show,Unlucky Ploy,,"July 30, 2020",2020,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",60,11,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']",1
Movie,It's Her Day,Nigeria,"July 29, 2020",2016,TV-MA,112 min,"Comedies, International Movies, Romantic Movies",112,11,"['Comedies', 'International Movies', 'Romantic Movies']",4
Movie,Redemption,Mozambique,"July 29, 2020",2019,TV-MA,102 min,"Dramas, International Movies, Thrillers",102,11,"['Dramas', 'International Movies', 'Thrillers']",4
Movie,Shine Your Eyes,"Brazil, France","July 29, 2020",2020,TV-MA,103 min,"Dramas, Independent Movies, International Movies",103,11,"['Dramas', 'Independent Movies', 'International Movies']",4
Movie,The Hater,Poland,"July 29, 2020",2020,TV-MA,136 min,"Dramas, International Movies, Thrillers",136,11,"['Dramas', 'International Movies', 'Thrillers']",4
Movie,The Speed Cubers,United States,"July 29, 2020",2020,TV-PG,41 min,Documentaries,41,12,['Documentaries'],3
Movie,Tread,United States,"July 29, 2020",2019,TV-MA,88 min,Documentaries,88,11,['Documentaries'],3
TV Show,Last Chance U,United States,"July 28, 2020",2020,TV-MA,5 Seasons,Docuseries,300,11,['Docuseries'],1
Movie,Banana Split,United States,"July 26, 2020",2020,TV-MA,84 min,"Comedies, Dramas, Independent Movies",84,11,"['Comedies', 'Dramas', 'Independent Movies']",4
TV Show,Shameless (U.S.),United States,"July 26, 2020",2019,TV-MA,10 Seasons,"TV Comedies, TV Dramas",600,11,"['TV Comedies', 'TV Dramas']",1
Movie,Door Ke Darshan,India,"July 25, 2020",2020,TV-14,114 min,"Comedies, International Movies",114,9,"['Comedies', 'International Movies']",4
Movie,Double World,China,"July 25, 2020",2020,TV-14,110 min,"Action & Adventure, International Movies",110,9,"['Action & Adventure', 'International Movies']",4
Movie,Project Marathwada,India,"July 25, 2020",2016,TV-MA,103 min,"Dramas, Independent Movies, International Movies",103,11,"['Dramas', 'Independent Movies', 'International Movies']",4
Movie,Animal Crackers,"China, Spain, South Korea, United States","July 24, 2020",2020,TV-Y7,106 min,"Children & Family Movies, Comedies",106,14,"['Children & Family Movies', 'Comedies']",4
Movie,Dragons: Rescue Riders: Secrets of the Songwing,United States,"July 24, 2020",2020,TV-Y,46 min,"Children & Family Movies, Comedies",46,13,"['Children & Family Movies', 'Comedies']",4
Movie,Nimbe,Nigeria,"July 24, 2020",2019,TV-MA,115 min,"Dramas, International Movies",115,11,"['Dramas', 'International Movies']",4
Movie,Offering to the Storm,"Spain, Germany","July 24, 2020",2020,TV-MA,140 min,"International Movies, Thrillers",140,11,"['International Movies', 'Thrillers']",4
Movie,Romance Doll,Japan,"July 24, 2020",2020,TV-MA,124 min,"Dramas, International Movies, Romantic Movies",124,11,"['Dramas', 'International Movies', 'Romantic Movies']",4
TV Show,Sing On! Spain,Spain,"July 24, 2020",2020,TV-G,1 Season,"International TV Shows, Reality TV, Spanish-Language TV Shows",60,10,"['International TV Shows', 'Reality TV', 'Spanish-Language TV Shows']",1
Movie,The Kissing Booth 2,"United Kingdom, United States","July 24, 2020",2020,TV-14,133 min,"Comedies, Romantic Movies",133,9,"['Comedies', 'Romantic Movies']",4
TV Show,Sinatra: All or Nothing at All,United States,"July 23, 2020",2015,TV-14,1 Season,Docuseries,60,9,['Docuseries'],1
Movie,The Larva Island Movie,South Korea,"July 23, 2020",2020,TV-Y7,91 min,"Children & Family Movies, Comedies",91,14,"['Children & Family Movies', 'Comedies']",4
Movie,The Letter Reader,South Africa,"July 23, 2020",2019,TV-PG,30 min,"Dramas, International Movies",30,12,"['Dramas', 'International Movies']",4
TV Show,Fear City: New York vs The Mafia,United States,"July 22, 2020",2020,TV-MA,1 Season,"Crime TV Shows, Docuseries",60,11,"['Crime TV Shows', 'Docuseries']",1
TV Show,Norsemen,Norway,"July 22, 2020",2020,TV-MA,3 Seasons,"International TV Shows, TV Comedies",180,11,"['International TV Shows', 'TV Comedies']",1
Movie,The Remix: Hip Hop X Fashion,United States,"July 22, 2020",2019,TV-MA,67 min,"Documentaries, Music & Musicals",67,11,"['Documentaries', 'Music & Musicals']",3
Movie,Ip Man 4: The Finale,"Hong Kong, China","July 21, 2020",2019,TV-MA,105 min,"Action & Adventure, Dramas, International Movies",105,11,"['Action & Adventure', 'Dramas', 'International Movies']",4
Movie,Jack Whitehall: I'm Only Joking,United Kingdom,"July 21, 2020",2020,TV-MA,58 min,Stand-Up Comedy,58,11,['Stand-Up Comedy'],0
TV Show,Street Food: Latin America,,"July 21, 2020",2020,TV-PG,1 Season,"Docuseries, Spanish-Language TV Shows",60,12,"['Docuseries', 'Spanish-Language TV Shows']",1
TV Show,Killer Women with Piers Morgan,United Kingdom,"July 19, 2020",2017,TV-MA,1 Season,"British TV Shows, Crime TV Shows, Docuseries",60,11,"['British TV Shows', 'Crime TV Shows', 'Docuseries']",1
Movie,Funan,"France, Belgium, Luxembourg, Cambodia,","July 18, 2020",2018,TV-14,87 min,"Dramas, International Movies",87,9,"['Dramas', 'International Movies']",4
TV Show,Gigantosaurus,France,"July 18, 2020",2019,TV-Y,1 Season,Kids' TV,60,13,"[""Kids' TV""]",1
TV Show,Single Wives,Australia,"July 18, 2020",2018,TV-MA,1 Season,"Reality TV, Romantic TV Shows",60,11,"['Reality TV', 'Romantic TV Shows']",1
TV Show,Cursed,"United Kingdom, Australia","July 17, 2020",2020,TV-MA,1 Season,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",60,11,"['TV Action & Adventure', 'TV Dramas', 'TV Sci-Fi & Fantasy']",1
Movie,Father Soldier Son,United States,"July 17, 2020",2020,R,100 min,Documentaries,100,8,['Documentaries'],3
TV Show,In The Dark,United States,"July 17, 2020",2020,TV-14,2 Seasons,"Crime TV Shows, TV Dramas",120,9,"['Crime TV Shows', 'TV Dramas']",1
TV Show,Kissing Game,Brazil,"July 17, 2020",2020,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries",60,11,"['International TV Shows', 'TV Dramas', 'TV Mysteries']",1
Movie,The Millions,Nigeria,"July 17, 2020",2019,TV-MA,95 min,"Comedies, International Movies",95,11,"['Comedies', 'International Movies']",4
Movie,Fatal Affair,United States,"July 16, 2020",2020,TV-14,90 min,Thrillers,90,9,['Thrillers'],4
Movie,MILF,"France, Belgium","July 16, 2020",2018,TV-MA,102 min,"Comedies, International Movies, Romantic Movies",102,11,"['Comedies', 'International Movies', 'Romantic Movies']",4
Movie,Cold Feet,Nigeria,"July 15, 2020",2019,TV-14,98 min,"Dramas, International Movies, Romantic Movies",98,9,"['Dramas', 'International Movies', 'Romantic Movies']",4
TV Show,Dark Desire,Mexico,"July 15, 2020",2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",60,11,"['Crime TV Shows', 'International TV Shows', 'Spanish-Language TV Shows']",1
Movie,Little Singham: Legend of Dugabakka,,"July 15, 2020",2020,TV-Y7,68 min,"Children & Family Movies, Comedies",68,14,"['Children & Family Movies', 'Comedies']",4
TV Show,Skin Decision: Before and After,United States,"July 15, 2020",2020,TV-MA,1 Season,"Reality TV, Science & Nature TV",60,11,"['Reality TV', 'Science & Nature TV']",1
TV Show,Sunny Bunnies,Belarus,"July 15, 2020",2016,TV-Y,2 Seasons,"British TV Shows, Kids' TV, TV Comedies",120,13,"['British TV Shows', ""Kids' TV"", 'TV Comedies']",1
Movie,Sylvia,Nigeria,"July 15, 2020",2018,TV-14,104 min,"Dramas, International Movies, Thrillers",104,9,"['Dramas', 'International Movies', 'Thrillers']",4
Movie,The Players,Italy,"July 15, 2020",2020,TV-MA,89 min,"Comedies, International Movies",89,11,"['Comedies', 'International Movies']",4
TV Show,The Business of Drugs,United States,"July 14, 2020",2020,TV-MA,1 Season,Docuseries,60,11,['Docuseries'],1
Movie,Urzila Carlson: Overqualified Loser,Australia,"July 14, 2020",2020,TV-MA,62 min,Stand-Up Comedy,62,11,['Stand-Up Comedy'],0
Movie,We Are One,France,"July 14, 2020",2020,TV-MA,86 min,"Documentaries, International Movies, Music & Musicals",86,11,"['Documentaries', 'International Movies', 'Music & Musicals']",3
Movie,Hole in the Wall,South Africa,"July 11, 2020",2016,TV-MA,104 min,"Dramas, International Movies",104,11,"['Dramas', 'International Movies']",4
TV Show,Dating Around: Brazil,Brazil,"July 10, 2020",2020,TV-14,1 Season,"International TV Shows, Reality TV, Romantic TV Shows",60,9,"['International TV Shows', 'Reality TV', 'Romantic TV Shows']",1
TV Show,Down to Earth with Zac Efron,United States,"July 10, 2020",2020,TV-PG,1 Season,"Docuseries, Reality TV, Science & Nature TV",60,12,"['Docuseries', 'Reality TV', 'Science & Nature TV']",1
Movie,Mama's Boy,Egypt,"July 10, 2020",2018,TV-14,101 min,"Comedies, International Movies",101,9,"['Comedies', 'International Movies']",4
Movie,The Claudia Kishi Club,United States,"July 10, 2020",2020,TV-14,17 min,Documentaries,17,9,['Documentaries'],3
TV Show,The Epic Tales of Captain Underpants in Space,United States,"July 10, 2020",2020,TV-Y7,1 Season,"Kids' TV, TV Action & Adventure, TV Comedies",60,14,"[""Kids' TV"", 'TV Action & Adventure', 'TV Comedies']",1
Movie,The Old Guard,United States,"July 10, 2020",2020,R,126 min,Action & Adventure,126,8,['Action & Adventure'],4
TV Show,The Twelve,Belgium,"July 10, 2020",2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",60,11,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']",1
Movie,Your Excellency,,"July 10, 2020",2019,TV-G,120 min,"Comedies, International Movies",120,10,"['Comedies', 'International Movies']",4
TV Show,Japan Sinks: 2020,Japan,"July 9, 2020",2020,TV-MA,1 Season,"Anime Series, International TV Shows",60,11,"['Anime Series', 'International TV Shows']",1
TV Show,The Protector,Turkey,"July 9, 2020",2020,TV-MA,4 Seasons,"International TV Shows, Romantic TV Shows, TV Action & Adventure",240,11,"['International TV Shows', 'Romantic TV Shows', 'TV Action & Adventure']",1
TV Show,Was It Love?,South Korea,"July 9, 2020",2020,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",60,9,"['International TV Shows', 'Korean TV Shows', 'Romantic TV Shows']",2
Movie,Born Racer,New Zealand,"July 8, 2020",2018,R,89 min,"Documentaries, Sports Movies",89,8,"['Documentaries', 'Sports Movies']",3
Movie,Mucho Mucho Amor: The Legend of Walter Mercado,United States,"July 8, 2020",2020,TV-14,96 min,"Documentaries, LGBTQ Movies",96,9,"['Documentaries', 'LGBTQ Movies']",3
TV Show,Stateless,Australia,"July 8, 2020",2020,TV-MA,1 Season,"International TV Shows, TV Dramas",60,11,"['International TV Shows', 'TV Dramas']",1
Movie,The Long Dumb Road,United States,"July 8, 2020",2018,R,91 min,"Comedies, Independent Movies",91,8,"['Comedies', 'Independent Movies']",4
Movie,Dr. Seuss' The Lorax,"United States, France","July 7, 2020",2012,PG,86 min,Children & Family Movies,86,6,['Children & Family Movies'],4
Movie,Jim Jefferies: Intolerant,,"July 7, 2020",2020,TV-MA,67 min,Stand-Up Comedy,67,11,['Stand-Up Comedy'],0
